"","V1","V2","V3","V4","V5","V6"
"116","Endocytosis","0.278607136745675","1.50054494898531","-0.10966234226361","-1.00115999293711","-0.389722613784597"
"117",NA,NA,NA,NA,NA,NA
"118",NA,NA,NA,NA,NA,NA
"119","mTOR signaling pathway","0.476242202327986","0.205778312807512","-1.58223735199838","2.38807303484421","-1.01161399565334"
"120","PI3K-Akt signaling pathway","0.262397779557573","-0.462823182851803","-1.26149073274624","3.61395363588309","-1.88963972028505"
"121","AMPK signaling pathway","0.880323744629586","-1.30645184891301","1.68709098061154","-1.44516344033979","1.06452430864127"
"122","Apoptosis","0.209964903026428","-0.500337698760008","-0.803991683018697","3.03153803618683","-1.72720865440813"
"123","Longevity regulating pathway","0.217561856395039","-0.497578969928535","-0.793397080630184","2.46204827599912","-1.1710722254404"
"124","Longevity regulating pathway - multiple species","0.334568291440628","0.13522744923361","-1.46233081317202","-1.80469269266896","3.13179605660737"
"125","Ferroptosis","0.199686787469958","0.020999999999999","0.0800000000000001","-0.826000000000002","0.725"
"126","Necroptosis","0.199454951995995","-0.0922632127962689","-0.154371722559208","0.838210807094752","-0.591575871739274"
"127","Cellular senescence","0.349492247591753","-0.0218283133608271","0.976584920841786","-2.42487562229555","1.47011901481459"
"128",NA,NA,NA,NA,NA,NA
"129","Adrenergic signaling in cardiomyocytes","0.0103659675328263","-0.941195306095151","-0.354379537686685","1.15495197743661","0.140622866345223"
"130","Vascular smooth muscle contraction","0.818351894137872","-1.05108285758248","0.000899629676281811","-0.448944446811263","1.49912767471746"
"131","Wnt signaling pathway","0.86293127120001","0.881413977441523","-0.00329611218775563","0.432524378873051","-1.31064224412682"
"132","Notch signaling pathway","0.459532504261526","0.0935000000000006","1.5145","1.3895","-2.9975"
"133","Hedgehog signaling pathway","0.403034037780472","-1.67717204590055","0.357510565872264","0.806210609013868","0.513450871014417"
"134","TGF-beta signaling pathway","0.133916730336309","-0.22909653269842","-0.168692092915368","0.831279568955807","-0.43349094334202"
"135","Axon guidance","0.0596272653278469","0.459758358106249","0.577974227513239","0.67595123752863","-1.71368382314812"
"136","VEGF signaling pathway","0.176155982393013","-0.582361253082273","-0.640186334443141","2.38179445673979","-1.15924686921438"
"137","Apelin signaling pathway","0.318077998537663","-0.0700451111486299","0.474947769033628","-1.67771277473634","1.27281011685135"
"138","Osteoclast differentiation","0.0692326569986164","-2.09527652196723","-0.491926154800415","2.3221710353816","0.265031641386037"
"139","Hippo signaling pathway","0.0345760849572965","-0.601313590491358","-0.0907707220093506","0.994377697407631","-0.302293384906923"
"140","Hippo signaling pathway - multiple species","0.642360366557447","-0.00300000000000011","-0.566000000000001","0.369999999999999","0.199"
"141","Focal adhesion","0.264524069459574","-0.445872832227851","-1.05902080001855","2.64544373295959","-1.14055010071319"
"142",NA,NA,NA,NA,NA,NA
"143","Cell adhesion molecules (CAMs)","0.090716559200819","-0.395250000000001","0.157749999999998","0.95575","-0.718249999999999"
"144","Adherens junction","0.272575774783937","-0.60961548718265","-0.629639772982923","-0.135023854300113","1.37427911446569"
"145",NA,NA,NA,NA,NA,NA
"146","Gap junction","0.560979329386413","-0.487672411037069","-0.00031775080555127","-0.760985108055399","1.24897526989802"
"147","Signaling pathways regulating pluripotency of stem cells","0.308966455316559","0.0138073435181727","-0.446944136272694","1.48571995244257","-1.05258315968805"
"148",NA,NA,NA,NA,NA,NA
"149","Platelet activation","0.22776272697845","0.174589736234913","0.343767416220675","-1.20759810169031","0.689240949234728"
"150",NA,NA,NA,NA,NA,NA
"151",NA,NA,NA,NA,NA,NA
"152","Toll-like receptor signaling pathway","0.120178429090881","-0.587955513076099","-0.362923293214262","2.19369637154965","-1.24281756525929"
"153","NOD-like receptor signaling pathway","0.0158933971885336","-0.86839345558777","-0.190862494722406","1.86927354975299","-0.810017599442816"
"154","RIG-I-like receptor signaling pathway","0.0276799231179","0.645199566333913","0.117459511666324","-1.64135337694218","0.878694298941944"
"155","Cytosolic DNA-sensing pathway","0.0100691902208135","0.910538864819972","0.200168514781939","-1.58768003127678","0.476972651674871"
"156","Jak-STAT signaling pathway","0.463641113914449","-0.214552421486676","0.824795666259463","-1.52607069895033","0.915827454177538"
"157","Natural killer cell mediated cytotoxicity","0.730853513981488","-0.642591637894426","-1.28653671513313","-0.0690712324389842","1.99819958546654"
"158","IL-17 signaling pathway","0.105559211022117","1.14222360167523","-0.00917445018303009","-1.60058095628992","0.467531804797733"
"159","Th1 and Th2 cell differentiation","0.0558168278818031","-1.22213829360282","-0.187397877948002","1.74670930919105","-0.337173137640231"
"160","Th17 cell differentiation","0.281357547750935","-1.51257816870151","-0.059332662685404","0.767334949041422","0.804575882345492"
"161","T cell receptor signaling pathway","0.389902478817242","-0.407511345248305","0.583042028069253","-2.16760275242","1.99207206959906"
"162","B cell receptor signaling pathway","0.0397530134525887","-1.08060418290254","-0.332087300095251","2.46664478978618","-1.0539533067884"
"163","Fc epsilon RI signaling pathway","0.592853052847403","-0.737823545035757","0.623597808601143","-1.55228955569708","1.66651529213169"
"164","Fc gamma R-mediated phagocytosis","0.553770975591038","-0.837320494457395","-0.452610064005564","-0.938100424055276","2.22803098251823"
"165","TNF signaling pathway","0.0865630903584035","-0.648287051163583","-0.269732385483102","2.1039595457315","-1.18594010908482"
"166","Leukocyte transendothelial migration","0.129343476615177","-1.08698220540034","-0.962356831936573","0.831067891936476","1.21827114540043"
"167",NA,NA,NA,NA,NA,NA
"168","Circadian rhythm","0.232174397795831","-0.0845000000000002","-0.1625","0.512500000000001","-0.265499999999999"
"169","Circadian entrainment","0.576311619988296","-1.1923119929402","0.40256407133258","0.258437503054395","0.531310418553229"
"170","Long-term potentiation","0.345021052175822","1.38685885607799","0.172870804404765","-0.338024657826847","-1.2217050026559"
"171",NA,NA,NA,NA,NA,NA
"172","Neurotrophin signaling pathway","0.225155415900613","-0.387828813582741","-0.775780392708518","2.9137562633368","-1.75014705704555"
"173","Retrograde endocannabinoid signaling","0.411518825539639","-0.152750000000001","-0.0297499999999999","-0.315750000000001","0.498250000000001"
"174","Glutamatergic synapse","0.35798210758905","-1.44924006951986","0.2202122435388","0.768593940772184","0.460433885208874"
"175","Cholinergic synapse","0.279685068115371","0.00195520627945427","-0.303945008673808","1.26075754580946","-0.958767743415105"
"176","Serotonergic synapse","0.464051657404926","-0.0280352226849246","-0.742616379850831","-0.678040481105898","1.44869208364165"
"177","GABAergic synapse","0.411518825539639","-0.152750000000001","-0.0297499999999999","-0.315750000000001","0.498250000000001"
"178","Dopaminergic synapse","0.140547125185846","-1.09222944368103","-0.115114128911844","1.03356210138153","0.173781471211344"
"179","Long-term depression","0.240292160875075","-0.301314868585658","-0.212075042096976","-0.772747690004796","1.28613760068743"
"180","Olfactory transduction","0.400594196628891","-1.84627468115537","0.333687586682835","0.836607521468329","0.675979573004202"
"181","Taste transduction","0.411518825539639","-0.152750000000001","-0.0297499999999999","-0.315750000000001","0.498250000000001"
"182","Phototransduction","0.477893863288052","-1.17086252882102","0.227110854308597","0.347317814061409","0.596433860451013"
"183","Inflammatory mediator regulation of TRP channels","0.595172922304411","-1.17989220693158","0.0881719339107169","-0.00370936045364059","1.09542963347451"
"184","Regulation of actin cytoskeleton","0.230360500680248","0.270440345311455","0.0920842481548872","1.50379140014159","-1.86631599360793"
"185","Insulin signaling pathway","0.33772673232488","-0.005891904368638","-1.04040024231718","2.69137078489335","-1.64507863820754"
"186","Insulin secretion","0.411518825539639","-0.152750000000001","-0.0297499999999999","-0.315750000000001","0.498250000000001"
"187","GnRH signaling pathway","0.432473402986523","-1.85483308316575","-0.0853117715429594","0.301426824664215","1.6387180300445"
"188","Ovarian steroidogenesis","0.0667525754346804","0.503102255936212","0.21128487816598","-1.22739851541837","0.513011381316178"
"189","Progesterone-mediated oocyte maturation","0.224509759846981","0.395200352254729","0.623369472504861","-1.63192529201909","0.613355467259498"
"190","Estrogen signaling pathway","0.459632901022459","-1.48012802092456","-0.174565414838785","0.0817005460199366","1.5729928897434"
"191","Melanogenesis","0.836408290073554","-1.03562354746141","0.200643955248491","-0.418073776560345","1.25305336877326"
"192","Prolactin signaling pathway","0.181669722423704","-0.34904229052221","-0.423867931720191","2.06095984420419","-1.28804962196179"
"193","Thyroid hormone synthesis","0.411518825539639","-0.152750000000001","-0.0297499999999999","-0.315750000000001","0.498250000000001"
"194","Thyroid hormone signaling pathway","0.0183522783938416","-0.12539176174974","-0.778187970828253","-2.62955702632589","3.53313675890388"
"195","Adipocytokine signaling pathway","0.0064950334469312","-0.881669886517104","-0.156154042572571","1.70639363387942","-0.668569704789746"
"196","Oxytocin signaling pathway","0.53781412619666","-1.8248533764763","0.262628653001724","0.264840228237506","1.29738449523707"
"197","Glucagon signaling pathway","0.0109246432023965","0.848523736079111","0.231331569161891","-1.58555708076119","0.505701775520192"
"198","Regulation of lipolysis in adipocytes","0.123594136498114","0.637130592935407","0.465076547990644","-1.66327125184887","0.561064110922823"
"199","Renin secretion","0.507550722497242","-1.17566439997318","0.272098617031458","0.317561943896658","0.586003839045064"
"200","Aldosterone synthesis and secretion","0.526978734150177","-1.26121731281216","0.281592212871915","0.285534361253059","0.694090738687188"
"201","Relaxin signaling pathway","0.183967516062393","-0.350468799822816","-0.438042340222165","2.11718475963185","-1.32867361958687"
"202","Type II diabetes mellitus","0.169727218959048","1.18979915521204","-0.0143378646160907","-1.20608615422127","0.0306248636253246"
"203","Insulin resistance","0.15842568386304","-1.03338345873955","-0.979597711599618","2.79975584717976","-0.786774676840589"
"204","Non-alcoholic fatty liver disease (NAFLD)","0.00639360406032025","-1.32197181320281","-0.38229060842124","2.29787120031877","-0.593608778694733"
"205","AGE-RAGE signaling pathway in diabetic complications","0.0940655602015527","-0.827105743129402","-0.458982194814388","2.13301714397731","-0.846929206033529"
"206",NA,NA,NA,NA,NA,NA
"207","Maturity onset diabetes of the young","0.177509621944743","0.4055","0.1005","-0.211499999999999","-0.294499999999999"
"208","Aldosterone-regulated sodium reabsorption","0.575141141060438","0.408163411121392","-0.85313785217546","1.3287426167831","-0.88376817572903"
"209","Endocrine and other factor-regulated calcium reabsorption","0.411518825539639","-0.152750000000001","-0.0297499999999999","-0.315750000000001","0.498250000000001"
"210","Vasopressin-regulated water reabsorption","0.411518825539639","-0.152750000000001","-0.0297499999999999","-0.315750000000001","0.498250000000001"
"211",NA,NA,NA,NA,NA,NA
"212","Salivary secretion","0.507550722497242","-1.17566439997318","0.272098617031458","0.317561943896658","0.586003839045064"
"213","Gastric acid secretion","0.507550722497242","-1.17566439997318","0.272098617031458","0.317561943896658","0.586003839045064"
"214",NA,NA,NA,NA,NA,NA
"215","Carbohydrate digestion and absorption","0.225074501326999","-0.3345","-0.496500000000001","1.1125","-0.281500000000001"
"216",NA,NA,NA,NA,NA,NA
"217","Bile secretion","0.411518825539639","-0.152750000000001","-0.0297499999999999","-0.315750000000001","0.498250000000001"
"218",NA,NA,NA,NA,NA,NA
"219",NA,NA,NA,NA,NA,NA
"220","Alzheimer's disease","0.0587406794680475","-1.14917366348443","-0.10369313775662","1.80052196342863","-0.547655162187578"
"221","Parkinson's disease","0.436917751588477","-0.680104901552977","0.673616975970397","0.783037675919247","-0.776549750336667"
"222","Amyotrophic lateral sclerosis (ALS)","0.0147961470275396","0.809355622924448","0.16302343876892","-1.782166066839","0.809787005145633"
"223","Huntington's disease","0.51715413924414","0.738943453754251","-0.753625745600181","-0.662089534291315","0.676771826137246"
"224","Prion diseases","0.418164145493011","-0.331306372334328","-0.0616429094064788","-0.674472406777543","1.06742168851835"
"225","Cocaine addiction","0.0587811166897727","0.562883725131513","0.178229948661292","-1.54908913296031","0.807975459167513"
"226","Amphetamine addiction","0.434882040234573","0.264513362709835","1.47703042373801","1.38622851776574","-3.12777230421359"
"227","Morphine addiction","0.34974861548874","-1.42905487920755","0.202533977913352","0.772953223374465","0.453567677919729"
"228","Alcoholism","0.351248108677752","-0.336814714618846","-1.45289583893209","-1.55186148397317","3.3415720375241"
"229","Bacterial invasion of epithelial cells","0.329550288267625","0.214724572080436","0.551476351437733","-0.782668505174629","0.0164675816564623"
"230","Vibrio cholerae infection","0.679544643452513","-0.327882927563123","-0.0298154507601652","-0.38350298199363","0.741201360316915"
"231","Epithelial cell signaling in Helicobacter pylori infection","0.151775379968028","-1.53823960773589","-0.123378153641171","1.43995622730324","0.221661534073817"
"232",NA,NA,NA,NA,NA,NA
"233","Shigellosis","0.0100691902208135","0.910538864819972","0.200168514781939","-1.58768003127678","0.476972651674871"
"234","Salmonella infection","0.0314418828674845","-0.726468298273823","-0.231338660260534","1.49321049941875","-0.535403540884397"
"235","Pertussis","0.0314418828674845","-0.726468298273823","-0.231338660260534","1.49321049941875","-0.535403540884397"
"236","Legionellosis","0.0172585213790604","-0.747188051080936","-0.125842972572182","1.77487282837255","-0.901841804719433"
"237","Leishmaniasis","0.0815090605250314","0.483211684919749","0.170429975477346","-1.65741738483315","1.00377572443606"
"238","Chagas disease (American trypanosomiasis)","0.0374723581336664","-1.15639833510754","-0.464138755971417","2.09936297106572","-0.478825879986767"
"239",NA,NA,NA,NA,NA,NA
"240","Malaria","0.365653828204565","-0.0742499999999993","0.23175","0.284749999999999","-0.44225"
"241","Toxoplasmosis","0.21119095012309","-0.553220267136156","-0.855742126429232","2.89760162270969","-1.4886392291443"
"242","Amoebiasis","0.129473239608625","0.343460818168559","0.226699988347438","-1.45984385375974","0.889683047243752"
"243","Staphylococcus aureus infection","0.279577633363678","-1.08025","-0.174250000000001","0.37575","0.878749999999998"
"244","Tuberculosis","0.0750403293099737","-1.22564011093868","-0.612569408661057","2.7342367452266","-0.896027225626869"
"245","Hepatitis C","0.261560269763014","-0.327479759850462","-0.933434710990946","2.78531467722641","-1.524400206385"
"246","Hepatitis B","0.104430034077121","-1.30725808922898","-0.813141570366684","3.30673215541049","-1.18633249581483"
"247","Measles","0.122778574316819","-0.669037846961711","-0.447302070807089","2.23575689273202","-1.11941697496322"
"248","Influenza A","0.0808521932919087","-0.930577032031651","-0.439983467759487","2.42699703096607","-1.05643653117494"
"249","Human papillomavirus infection","0.109101286760542","-0.336975847979291","1.08609751634203","2.79736534035722","-3.54648700871996"
"250","HTLV-I infection","0.0653026598584612","-1.97427186966895","-0.39769102447096","2.41392438729921","-0.0419614931593058"
"251","Kaposi's sarcoma-associated herpesvirus infection","0.0141159840635678","-1.37203371448584","-0.204059690601286","2.632305328722","-1.05621192363487"
"252","Herpes simplex infection","0.108665274759964","-1.16330215301093","0.0757766538689322","1.74659984723132","-0.659074348089325"
"253","Epstein-Barr virus infection","0.0322122645572746","-1.80815531107792","-0.520394208813899","2.3138696164746","0.014679903417223"
"254","Pathways in cancer","0.0731793248896921","0.478630987730398","-0.981073204582181","-3.20327618552976","3.70571840238155"
"255","Transcriptional misregulation in cancer","0.110862179298842","-0.4354341267275","-0.254437233237746","1.43542767497007","-0.745556315004826"
"256","Viral carcinogenesis","0.270333762575184","0.0111428685688005","-0.174957838088872","0.847556648285539","-0.683741678765464"
"257",NA,NA,NA,NA,NA,NA
"258","Proteoglycans in cancer","0.881821451272783","-1.39891072108793","1.39926374247269","-1.45591439961551","1.45556137823074"
"259","MicroRNAs in cancer","0.373854437581861","-0.125746954014742","-1.67687723642124","-1.80656677040785","3.60919096084382"
"260","Colorectal cancer","0.102327267689689","-0.809665490721907","-0.437128444996226","2.54338198809779","-1.29658805237965"
"261","Renal cell carcinoma","0.158407447923344","-0.487741369268891","-0.454860534762346","2.02725158726988","-1.08464968323864"
"262","Pancreatic cancer","0.101041529370375","-1.04532535056059","-0.573771559786467","3.12223772703129","-1.50314081668423"
"263","Endometrial cancer","0.254162976430807","-0.321730873383559","-0.865109990417474","2.71897529575761","-1.53213443195658"
"264","Glioma","0.174093151011828","-0.0815853564939863","-0.115785524065777","1.74099051347259","-1.54361963291283"
"265","Prostate cancer","0.188233140469381","-0.728217030902793","-0.894673382928934","3.19372846430466","-1.57083805047293"
"266","Thyroid cancer","0.123874579456788","0.126376896120452","0.192303170671781","0.999193894745115","-1.31787396153734"
"267","Basal cell carcinoma","0.199686787469958","0.020999999999999","0.0800000000000001","-0.826000000000002","0.725"
"268","Melanoma","0.168977013038075","-0.569104779560496","-0.58793804449449","2.40955921429211","-1.25251639023712"
"269","Bladder cancer","0.954962958568942","-1.10249958129539","0.445853714493544","-0.656247556494034","1.31289342329588"
"270","Chronic myeloid leukemia","0.132672170243161","0.0974971304109453","-1.22869854359075","-2.56632883851194","3.69753025169174"
"271","Acute myeloid leukemia","0.135939289329868","-0.756301558711187","-0.577063657920709","2.59786354538565","-1.26449832875376"
"272","Small cell lung cancer","0.0948496449816069","-1.17875569214831","-0.699833886015644","2.72385771179012","-0.845268133626172"
"273","Non-small cell lung cancer","0.32348795003466","-0.0534923133507671","-0.971912346064489","2.60395667835287","-1.57855201893761"
"274","Breast cancer","0.0856295327047665","-2.08806130295812","-0.563538205718082","1.90257450629843","0.749025002377772"
"275","Hepatocellular carcinoma","0.162802471518564","-0.538554953068761","-0.523861317503777","2.53567101045132","-1.47325473987878"
"276","Central carbon metabolism in cancer","0.178056430129217","-0.254720263522939","-0.30731586799236","1.86947713119331","-1.30744099967801"
"277","Choline metabolism in cancer","0.975449770452597","-1.71471748358622","1.53547885382217","-1.07343564404017","1.25267427380422"
"278",NA,NA,NA,NA,NA,NA
"279",NA,NA,NA,NA,NA,NA
"280","Inflammatory bowel disease (IBD)","0.100874634963199","-0.64951225695552","-0.373990845353082","1.78391644143165","-0.760413339123051"
"281",NA,NA,NA,NA,NA,NA
"282","Rheumatoid arthritis","0.349709736205839","0.920250000000001","-0.0567499999999992","-0.412749999999999","-0.450750000000001"
"283",NA,NA,NA,NA,NA,NA
"284",NA,NA,NA,NA,NA,NA
"285",NA,NA,NA,NA,NA,NA
"286",NA,NA,NA,NA,NA,NA
"287","Dilated cardiomyopathy (DCM)","0.411518825539639","-0.152750000000001","-0.0297499999999999","-0.315750000000001","0.498250000000001"
"288","Viral myocarditis","0.613426154976625","0.428990254184704","-0.916801976923071","-0.582373082512941","1.07018480525131"
"289","Fluid shear stress and atherosclerosis","0.0663908736261459","-1.74136536214456","-0.305109972483329","2.2292121018919","-0.182736767264017"
"290",NA,NA,NA,NA,NA,NA
"291",NA,NA,NA,NA,NA,NA
"292",NA,NA,NA,NA,NA,NA
"293",NA,NA,NA,NA,NA,NA
"294",NA,NA,NA,NA,NA,NA
