Time,TH,ErrTH,H,Prob[Insulin--mTORC1_S6K1--Senescence],ErrProb[Insulin--mTORC1_S6K1--Senescence],Prob[Senescence--AKT],ErrProb[Senescence--AKT],Prob[<nil>],ErrProb[<nil>],Prob[p21--mTORC1_S6K1],ErrProb[p21--mTORC1_S6K1],Prob[Insulin--p21],ErrProb[Insulin--p21],Prob[Insulin--p21--AKT],ErrProb[Insulin--p21--AKT],Prob[mTORC1_S6K1--Senescence--AKT],ErrProb[mTORC1_S6K1--Senescence--AKT],Prob[p21--mTORC1_S6K1--Senescence],ErrProb[p21--mTORC1_S6K1--Senescence],Prob[Insulin--p21--mTORC1_S6K1--AKT],ErrProb[Insulin--p21--mTORC1_S6K1--AKT],Prob[Insulin--p21--mTORC1_S6K1--Senescence],ErrProb[Insulin--p21--mTORC1_S6K1--Senescence],Prob[mTORC1_S6K1--Senescence],ErrProb[mTORC1_S6K1--Senescence],Prob[Insulin--p21--mTORC1_S6K1--Senescence--AKT],ErrProb[Insulin--p21--mTORC1_S6K1--Senescence--AKT],Prob[Insulin--Senescence],ErrProb[Insulin--Senescence],Prob[Insulin--mTORC1_S6K1],ErrProb[Insulin--mTORC1_S6K1],Prob[Insulin--p21--Senescence--AKT],ErrProb[Insulin--p21--Senescence--AKT],Prob[p21--Senescence--AKT],ErrProb[p21--Senescence--AKT],Prob[Senescence],ErrProb[Senescence],Prob[Insulin--mTORC1_S6K1--AKT],ErrProb[Insulin--mTORC1_S6K1--AKT],Prob[Insulin--Senescence--AKT],ErrProb[Insulin--Senescence--AKT],Prob[p21--mTORC1_S6K1--AKT],ErrProb[p21--mTORC1_S6K1--AKT],Prob[Insulin--AKT],ErrProb[Insulin--AKT],Prob[Insulin],ErrProb[Insulin],Prob[p21--mTORC1_S6K1--Senescence--AKT],ErrProb[p21--mTORC1_S6K1--Senescence--AKT],Prob[p21--AKT],ErrProb[p21--AKT],Prob[p21--Senescence],ErrProb[p21--Senescence],Prob[mTORC1_S6K1--AKT],ErrProb[mTORC1_S6K1--AKT],Prob[AKT],ErrProb[AKT],Prob[Insulin--p21--mTORC1_S6K1],ErrProb[Insulin--p21--mTORC1_S6K1],Prob[mTORC1_S6K1],ErrProb[mTORC1_S6K1],Prob[Insulin--mTORC1_S6K1--Senescence--AKT],ErrProb[Insulin--mTORC1_S6K1--Senescence--AKT],Prob[p21],ErrProb[p21],Prob[Insulin--p21--Senescence],ErrProb[Insulin--p21--Senescence],mTORC1_S6K1,p21,<nil>,Senescence,Insulin,AKT
1.0,0.3025,0.007,3.7276,0.068914,0.003517,0.0,0.0,0.0,0.0,0.0,0.0,0.11826099999999999,0.0045049999999999995,0.016108,0.00175,0.0,0.0,0.0,0.0,0.005659,0.001009,0.105452,0.004289,0.0,0.0,0.021629,0.002017,0.080809,0.003771,0.087336,0.003921,0.014081999999999999,0.0016190000000000002,0.0,0.0,0.0,0.0,0.065256,0.003439,0.040925,0.002735,0.0,0.0,0.073437,0.003631,0.12669,0.004611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044055000000000004,0.002837,0.0,0.0,0.051885,0.00307,0.0,0.0,0.07950299999999999,0.003749,0.450186,0.4047489999999999,0.0,0.463199,1.000001,0.288981
1.1,0.2832,0.0068,3.6975,0.067049,0.0034439999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.12517999999999999,0.004603,0.015401,0.0017100000000000001,0.0,0.0,0.0,0.0,0.004023,0.000868,0.10980999999999999,0.004359,0.0,0.0,0.020589,0.001968,0.074751,0.003646,0.093827,0.004035,0.011426,0.001454,0.0,0.0,0.0,0.0,0.06819,0.0035259999999999996,0.037913,0.00265,0.0,0.0,0.068961,0.003529,0.129689,0.004666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045926,0.002879,0.0,0.0,0.050058,0.003037,0.0,0.0,0.07720700000000001,0.003694,0.459472,0.409562,0.0,0.448803,1.0,0.27656099999999995
1.2,0.2614,0.0066,3.668,0.063808,0.003387,0.0,0.0,0.0,0.0,0.0,0.0,0.131936,0.004705,0.014022,0.0016079999999999998,0.0,0.0,0.0,0.0,0.003797,0.0008150000000000001,0.117217,0.004497,0.0,0.0,0.017458,0.001791,0.067942,0.0035,0.09968300000000001,0.004161,0.009097,0.00128,0.0,0.0,0.0,0.0,0.070156,0.0035659999999999997,0.037349,0.002637,0.0,0.0,0.06579299999999999,0.003452,0.12964900000000001,0.004654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049189,0.0029879999999999998,0.0,0.0,0.048699,0.0029920000000000003,0.0,0.0,0.074205,0.0036369999999999996,0.47000699999999995,0.416921,0.0,0.435775,1.0,0.26637099999999997
1.3,0.242,0.0064,3.6361,0.063105,0.003385,0.0,0.0,0.0,0.0,0.0,0.0,0.137751,0.004823,0.01243,0.001541,0.0,0.0,0.0,0.0,0.0033619999999999995,0.000796,0.12381800000000001,0.00461,0.0,0.0,0.014574,0.0016489999999999999,0.062708,0.003372,0.104038,0.004235,0.007146,0.001165,0.0,0.0,0.0,0.0,0.07078999999999999,0.0035700000000000003,0.034779000000000004,0.002541,0.0,0.0,0.063377,0.0033840000000000003,0.129206,0.0046700000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052519,0.0030559999999999997,0.0,0.0,0.049226,0.003006,0.0,0.0,0.071172,0.00359,0.48143199999999997,0.42277200000000004,0.0,0.426528,1.0000010000000001,0.25568399999999997
1.4,0.2303,0.0063,3.6103,0.062377999999999996,0.003356,0.0,0.0,0.0,0.0,0.0,0.0,0.140925,0.004845,0.011122,0.001449,0.0,0.0,0.0,0.0,0.00346,0.000795,0.130484,0.004714,0.0,0.0,0.012504000000000001,0.0015400000000000001,0.059624,0.0032770000000000004,0.106093,0.0043100000000000005,0.006398,0.001088,0.0,0.0,0.0,0.0,0.072233,0.003617,0.031546,0.002427,0.0,0.0,0.060694000000000005,0.003322,0.130241,0.004686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054185000000000004,0.0031219999999999998,0.0,0.0,0.048469,0.002979,0.0,0.0,0.069645,0.003525,0.489806,0.42872299999999997,0.0,0.421048,1.0000010000000001,0.246426
1.5,0.222,0.0062,3.58,0.06124400000000001,0.003317,0.0,0.0,0.0,0.0,0.0,0.0,0.14663199999999998,0.004951,0.010306000000000001,0.001401,0.0,0.0,0.0,0.0,0.003163,0.000752,0.136999,0.004807,0.0,0.0,0.011314,0.001443,0.0557,0.003191,0.10866500000000001,0.0043159999999999995,0.00557,0.001031,0.0,0.0,0.0,0.0,0.07562100000000001,0.0036899999999999997,0.027441000000000004,0.0022600000000000003,0.0,0.0,0.05814400000000001,0.0032700000000000003,0.129503,0.004681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055015999999999995,0.003144,0.0,0.0,0.047069,0.002939,0.0,0.0,0.067612,0.003498,0.499091,0.436612,0.0,0.41294900000000007,0.999999,0.238628
1.6,0.2132,0.0061,3.548,0.060504999999999996,0.003314,0.0,0.0,0.0,0.0,0.0,0.0,0.15293299999999999,0.005034,0.009209,0.001326,0.0,0.0,0.0,0.0,0.003163,0.0007769999999999999,0.14194600000000002,0.004894,0.0,0.0,0.010105,0.001375,0.051896000000000005,0.0030800000000000003,0.11357,0.004405,0.004951,0.000964,0.0,0.0,0.0,0.0,0.076544,0.003706,0.02385,0.0021190000000000002,0.0,0.0,0.055484000000000006,0.0031850000000000003,0.12895399999999999,0.0046619999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055725,0.00317,0.0,0.0,0.045194,0.002884,0.0,0.0,0.065971,0.0034549999999999997,0.5067520000000001,0.44400300000000004,0.0,0.404418,1.0,0.2285
1.7,0.1984,0.0059,3.5155,0.059273,0.003285,0.0,0.0,0.0,0.0,0.0,0.0,0.159322,0.005116,0.007735,0.001202,0.0,0.0,0.0,0.0,0.003171,0.000763,0.146976,0.004951,0.0,0.0,0.009691,0.001348,0.048022,0.00297,0.116174,0.004462,0.0036810000000000002,0.0008320000000000001,0.0,0.0,0.0,0.0,0.080341,0.0038009999999999997,0.020971,0.001987,0.0,0.0,0.052275,0.0030989999999999998,0.126246,0.004619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057709,0.0032049999999999995,0.0,0.0,0.043128,0.002829,0.0,0.0,0.06528400000000001,0.003432,0.516463,0.453569,0.0,0.397026,0.9999989999999999,0.220993
1.8,0.1867,0.0058,3.4858,0.059802999999999995,0.003307,0.0,0.0,0.0,0.0,0.0,0.0,0.16458,0.005202,0.0063880000000000004,0.001103,0.0,0.0,0.0,0.0,0.002989,0.000755,0.152619,0.00504,0.0,0.0,0.008891,0.001308,0.044355,0.0028539999999999998,0.116835,0.004475,0.0031620000000000003,0.000781,0.0,0.0,0.0,0.0,0.080941,0.003822,0.018241,0.0018579999999999998,0.0,0.0,0.051157999999999995,0.003085,0.124116,0.004596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060275,0.00329,0.0,0.0,0.041222,0.002774,0.0,0.0,0.064427,0.0034289999999999998,0.523575,0.463331,0.0,0.39272,1.000002,0.21299200000000001
1.9,0.1813,0.0057,3.4586,0.058908,0.003271,0.0,0.0,0.0,0.0,0.0,0.0,0.168578,0.005241,0.004657,0.0009289999999999999,0.0,0.0,0.0,0.0,0.003127,0.000772,0.15731900000000001,0.005085,0.0,0.0,0.007947,0.001231,0.041469,0.002781,0.117996,0.004495,0.002736,0.000725,0.0,0.0,0.0,0.0,0.081198,0.003821,0.01703,0.001801,0.0,0.0,0.049826,0.003026,0.123118,0.004587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062519,0.0033469999999999997,0.0,0.0,0.039604,0.002718,0.0,0.0,0.06397,0.003385,0.528618,0.4708530000000001,0.0,0.3889830000000001,1.000002,0.206125
2.0,0.1729,0.0055,3.4247,0.056179,0.003201,0.0,0.0,0.0,0.0,0.0,0.0,0.171707,0.005275,0.0039369999999999995,0.000867,0.0,0.0,0.0,0.0,0.0029760000000000003,0.000729,0.164389,0.005184,0.0,0.0,0.006368,0.001085,0.037479000000000005,0.0026219999999999998,0.11583900000000001,0.0044399999999999995,0.002358,0.000637,0.0,0.0,0.0,0.0,0.08383600000000001,0.0038689999999999996,0.015891,0.0017289999999999999,0.0,0.0,0.046493,0.002933,0.124753,0.004606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066815,0.003423,0.0,0.0,0.036469999999999995,0.002611,0.0,0.0,0.06451,0.0034100000000000003,0.532872,0.48306000000000004,0.0,0.383644,1.0,0.198329
2.1,0.1661,0.0054,3.395,0.055175999999999996,0.0031780000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.17718399999999998,0.0053549999999999995,0.003785,0.000858,0.0,0.0,0.0,0.0,0.002945,0.000739,0.168958,0.005246,0.0,0.0,0.0053,0.001004,0.035970999999999996,0.0025960000000000002,0.116567,0.004478,0.00196,0.000608,0.0,0.0,0.0,0.0,0.085905,0.003927,0.014236000000000002,0.0016420000000000002,0.0,0.0,0.042464999999999996,0.002803,0.12276,0.004579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069086,0.0035020000000000003,0.0,0.0,0.033826,0.002516,0.0,0.0,0.063877,0.003408,0.537763,0.493095,0.0,0.379304,1.000001,0.19042199999999998
2.2,0.1604,0.0053,3.3622,0.052915,0.003116,0.0,0.0,0.0,0.0,0.0,0.0,0.185074,0.0054399999999999995,0.00389,0.000875,0.0,0.0,0.0,0.0,0.003207,0.0007700000000000001,0.176223,0.005351,0.0,0.0,0.004511,0.0009220000000000001,0.032686,0.002473,0.11748499999999999,0.0044740000000000005,0.0018620000000000002,0.000602,0.0,0.0,0.0,0.0,0.086265,0.003932,0.012652,0.0015539999999999998,0.0,0.0,0.039657,0.002723,0.120649,0.00454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068288,0.003481,0.0,0.0,0.032921,0.0025,0.0,0.0,0.061714,0.0033590000000000004,0.5418149999999999,0.5047689999999999,0.0,0.375484,0.9999990000000001,0.184965
2.3,0.1518,0.0052,3.3277,0.05041,0.003039,0.0,0.0,0.0,0.0,0.0,0.0,0.193881,0.005534000000000001,0.003629,0.000826,0.0,0.0,0.0,0.0,0.003012,0.0007469999999999999,0.182696,0.005413,0.0,0.0,0.00403,0.0008619999999999999,0.029563,0.00236,0.11810599999999999,0.004482,0.001946,0.000617,0.0,0.0,0.0,0.0,0.084109,0.0038880000000000004,0.010655,0.001431,0.0,0.0,0.03885,0.0027,0.11778399999999999,0.004495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069613,0.003511,0.0,0.0,0.032035,0.0024649999999999997,0.0,0.0,0.05968,0.003281,0.544011,0.518487,0.0,0.371015,0.9999990000000001,0.17826599999999998
2.4,0.1457,0.0051,3.3013,0.04904,0.002994,0.0,0.0,0.0,0.0,0.0,0.0,0.199994,0.005611,0.0032049999999999995,0.000784,0.0,0.0,0.0,0.0,0.002704,0.000713,0.187077,0.005471,0.0,0.0,0.004163,0.000895,0.026837,0.002241,0.117086,0.004463,0.001702,0.0005740000000000001,0.0,0.0,0.0,0.0,0.083276,0.003865,0.009290999999999999,0.001325,0.0,0.0,0.037489,0.002646,0.11330499999999999,0.004418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075486,0.003647,0.0,0.0,0.030799,0.0024100000000000002,0.0,0.0,0.058546,0.003271,0.549631,0.532877,0.0,0.367455,1.0,0.172629
2.5,0.1379,0.005,3.27,0.046841,0.002936,0.0,0.0,0.0,0.0,0.0,0.0,0.20750700000000002,0.005686999999999999,0.003177,0.000773,0.0,0.0,0.0,0.0,0.0024,0.000676,0.191746,0.0055119999999999995,0.0,0.0,0.004263,0.000906,0.025619,0.002193,0.115648,0.004449,0.0016190000000000002,0.0005610000000000001,0.0,0.0,0.0,0.0,0.084742,0.0039020000000000005,0.008003,0.001234,0.0,0.0,0.033851,0.002514,0.109536,0.0043490000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079782,0.003743,0.0,0.0,0.028198,0.002314,0.0,0.0,0.05707,0.0032259999999999997,0.55362,0.547564,0.0,0.363359,1.000002,0.16625299999999998
2.6,0.1296,0.0048,3.2378,0.045874,0.002911,0.0,0.0,0.0,0.0,0.0,0.0,0.21390100000000004,0.005754,0.003076,0.0007740000000000001,0.0,0.0,0.0,0.0,0.002305,0.000646,0.196536,0.005581,0.0,0.0,0.004352,0.0009130000000000001,0.024861,0.002165,0.116388,0.004465,0.001644,0.000567,0.0,0.0,0.0,0.0,0.087147,0.003945000000000001,0.006572,0.001134,0.0,0.0,0.031415,0.002439,0.10691099999999999,0.004315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080309,0.0037560000000000002,0.0,0.0,0.024855000000000002,0.002157,0.0,0.0,0.05385499999999999,0.003145,0.557766,0.5559780000000001,0.0,0.358549,1.000001,0.161366
2.7,0.1236,0.0047,3.2032,0.042789,0.002799,0.0,0.0,0.0,0.0,0.0,0.0,0.219175,0.005809,0.002921,0.0007509999999999999,0.0,0.0,0.0,0.0,0.0025239999999999998,0.0007,0.204083,0.005645000000000001,0.0,0.0,0.003848,0.000851,0.022486000000000003,0.002075,0.11714000000000001,0.004478,0.001662,0.0005679999999999999,0.0,0.0,0.0,0.0,0.087828,0.003973,0.006319,0.001108,0.0,0.0,0.029529000000000003,0.002368,0.10421400000000001,0.004264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081552,0.003793,0.0,0.0,0.022477,0.002061,0.0,0.0,0.051453,0.003069,0.562241,0.567218,0.0,0.35511699999999996,1.0,0.157108
2.8,0.1178,0.0046,3.1759,0.041710000000000004,0.0027760000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.22504699999999997,0.005845,0.002834,0.0007480000000000001,0.0,0.0,0.0,0.0,0.0025629999999999997,0.000711,0.210035,0.005717,0.0,0.0,0.004228,0.000898,0.020508000000000002,0.001962,0.11854100000000001,0.0045060000000000005,0.001771,0.000583,0.0,0.0,0.0,0.0,0.085703,0.0039299999999999995,0.005855,0.00106,0.0,0.0,0.028214,0.002316,0.100899,0.004196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082566,0.0038060000000000004,0.0,0.0,0.021082,0.00201,0.0,0.0,0.048443,0.002971,0.5664279999999999,0.577487,0.0,0.353632,0.999999,0.15225
