758,4E-BP1 (Ab-65),1.499,1.299,3.064,0.419,1.182,0.944,0.558,1.235,1.028,2.960,2.666,1.072,1.230,1.240,0.961,1.071,1.705,3.491,1.504,2.271,1.131,10.096,9.974,12.183,10.693,11.907,10.918,10.185,10.183,11.387,10.598,11.662,11.511,10.196,10.395,10.407,10.039,10.195,10.866,11.900,10.685,11.280,10.274,1050.5,1154,6283,1852.5,4556.5,1641.5,1211.5,835,1938,1202.5,2901,4298,1118,1746,1457,924.5,692,1563,4431.5,1717.5,2751,823.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HMR,P55211,842,P55211,CASP9_HUMAN,Caspase-9 (CASP-9) (EC 3.4.22.62) (Apoptotic protease Mch-6) (Apoptotic protease-activating factor 3) (APAF-3) (ICE-like apoptotic protease 6) (ICE-LAP6) [Cleaved into: Caspase-9 subunit p35; Caspase-9 subunit p10],CASP9 MCH6,Homo sapiens (Human),416,hsa:842,1JXQ,,GC01M015814,P55211,,hsa:842,1JXQ
302,Myc (Phospho-Ser373),0.937,3.081,1.249,1.118,1.087,1.132,1.130,1.277,1.127,0.928,0.965,0.765,0.332,1.865,1.835,1.020,0.898,0.387,2.444,0.815,1.031,12.680,13.264,13.057,14.295,11.426,12.921,12.597,11.838,12.984,12.719,12.572,12.628,12.294,11.089,13.579,13.556,12.708,12.525,11.312,13.969,12.385,12.723,6295.5,11287,11518,22503,3264.5,6581,6447.5,2629,5862.5,5230,5449.5,9317.5,4785,2825,13127.5,10582,3950,4937.5,2948,16727.5,5918,4496,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HMR,Q13541,1978,Q13541,4EBP1_HUMAN,Eukaryotic translation initiation factor 4E-binding protein 1 (4E-BP1) (eIF4E-binding protein 1) (Phosphorylated heat- and acid-stable protein regulated by insulin 1) (PHAS-I),EIF4EBP1,Homo sapiens (Human),118,hsa:1978,1EJ4,,GC08P037888,Q13541,,hsa:1978,1EJ4
389,PP2A-alpha (Phospho-Tyr307),0.949,1.235,1.132,2.548,1.624,1.739,1.221,1.123,2.298,1.201,1.192,1.443,1.139,1.422,1.401,1.221,1.153,1.167,1.289,1.172,1.091,9.878,9.784,11.502,10.199,10.040,9.998,10.057,10.054,10.231,10.051,10.143,10.132,10.408,10.066,10.386,10.365,10.166,10.084,10.101,10.245,10.107,10.003,903,1012,3917.5,1316,1248.5,868,1108.5,763.5,869.5,823,1012,1652,1294.5,1390.5,1436,1159,678,909,1273.5,1265.5,1220,682.5,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HMR,P01106,4609,P01106,MYC_HUMAN,Myc proto-oncogene protein (Class E basic helix-loop-helix protein 39) (bHLHe39) (Proto-oncogene c-Myc) (Transcription factor p64),MYC BHLHE39,Homo sapiens (Human),439,hsa:4609,1A93,DB08813,GC08P128748,P01106,DB08813,hsa:4609,1A93
1242,CXCR4 (Phospho-Ser339),0.902,1.282,2.885,1.215,1.019,1.247,0.978,1.002,1.091,1.962,1.063,1.750,1.685,1.677,1.354,1.302,0.972,1.397,1.441,1.485,1.320,9.552,9.477,9.857,9.731,10.902,10.252,10.351,9.840,9.720,10.753,10.525,9.641,10.360,10.305,10.299,9.990,9.933,9.512,10.035,10.079,10.123,9.953,720.5,817.5,1253,951,2270,1034.5,1358.5,658.5,610,1338.5,1318.5,1175.5,1252,1641,1351.5,893.5,577,611.5,1216.5,1128.5,1233.5,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HMR,P67775,5515,P67775,PP2AA_HUMAN,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16) (Replication protein C) (RP-C),PPP2CA,Homo sapiens (Human),309,hsa:5515,2IAE,DB00163,GC05M133530,P67775,DB00163,hsa:5515,2IAE
7,GSK3 alpha (Phospho-Ser21),1.266,1.640,1.349,3.080,1.116,1.537,1.479,1.401,1.588,2.354,1.542,1.696,1.359,1.754,1.426,1.242,0.968,1.147,1.129,1.415,0.961,9.975,9.827,10.334,11.504,10.256,10.003,10.294,9.944,9.978,10.101,11.210,10.600,10.738,10.419,10.786,10.487,10.288,9.929,10.174,10.151,10.477,9.917,966,1042.5,1744.5,3251,1451,870.5,1306,707.5,729.5,852,2121,2285,1627.5,1775,1894.5,1261.5,738,816.5,1339.5,1186,1576.5,643,0,0,0,-50,0,0,0,0,0,0,-50,0,0,0,0,-50,0,0,0,0,0,0,HM,P61073,7852,P61073,CXCR4_HUMAN,C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184),CXCR4,Homo sapiens (Human),352,hsa:7852,2K03,DB00452,GC02M136871,P61073,DB00452,hsa:7852,2K03
298,HDAC1 (Ab-421),7.642,5.880,14.686,0.975,16.860,14.429,20.557,17.659,9.411,1.737,1.299,1.441,0.999,1.789,1.806,1.891,1.033,1.358,1.431,1.086,1.426,9.551,9.892,10.265,9.983,11.174,9.710,10.172,10.116,10.038,10.219,10.348,9.929,10.079,9.550,10.391,10.404,10.471,9.598,9.993,10.069,9.670,10.063,720,1090,1662.5,1133,2741.5,710.5,1200,797,760.5,924.5,1166.5,1435,1030.5,972.5,1440.5,1191,837.5,649,1181.5,1120.5,901.5,711.5,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HMR,P49840,2931,P49840,GSK3A_HUMAN,Glycogen synthase kinase-3 alpha (GSK-3 alpha) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3A) (EC 2.7.11.1),GSK3A,Homo sapiens (Human),483,hsa:2931,2DFM,,GC19M042734,P49840,,hsa:2931,2DFM
66,Met (Ab-1234),0.934,1.302,2.572,1.245,1.098,1.324,1.291,1.112,1.309,7.084,5.749,5.832,6.535,7.987,8.513,12.946,19.626,5.647,15.130,13.868,0.663,11.961,14.895,14.517,15.837,11.924,16.037,15.812,16.323,16.103,15.195,14.786,14.484,14.505,14.669,14.959,15.051,15.656,16.256,14.459,15.880,15.755,11.368,3825.5,34963.5,31674.5,65535,4610,57040,59856.5,58868.5,50930,29102.5,25279.5,33747.5,22158.5,33789.5,34170,29825,30461,65535,26107.5,62924.5,61171.5,1757,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HM,Q13547,3065,Q13547,HDAC1_HUMAN,Histone deacetylase 1 (HD1) (EC 3.5.1.98),HDAC1 RPD3L1,Homo sapiens (Human),482,hsa:3065,1TYI,DB02546,GC01P032757,Q13547,DB02546,hsa:3065,1TYI
139,MEK1 (Ab-298),3.975,1.256,1.054,1.383,1.762,1.440,0.659,1.152,0.601,1.388,1.397,1.253,1.415,1.598,1.324,1.261,1.157,1.443,1.373,1.247,1.227,9.648,9.551,10.029,11.011,9.965,9.783,10.053,10.017,9.801,10.037,10.121,10.130,9.974,10.149,10.325,10.053,9.982,9.858,10.178,10.105,9.967,9.943,770,860.5,1412,2310,1185.5,747.5,1105.5,744,645.5,815,997,1650,958.5,1473,1376,933.5,597,777.5,1343,1149,1107,654.5,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,P08581,4233,P08581,MET_HUMAN,Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met),MET,Homo sapiens (Human),1390,hsa:4233,1FYR,DB08865,GC07P116312,P08581,DB08865,hsa:4233,1FYR
,,,,,,,,,,,0.697,0.764,0.876,1.123,0.673,0.545,0.757,0.834,0.807,0.953,0.654,1.903,11.122,13.113,11.452,11.198,11.590,11.940,11.648,10.520,11.326,10.387,10.602,10.733,10.931,11.289,10.552,10.246,10.722,10.861,10.813,11.053,10.511,12.051,2139,10168,3784.5,2629.5,3656.5,3333.5,3339.5,1054.5,1857.5,1038.5,1391.5,2506,1861,3245.5,1610.5,1067,996.5,1557.5,2085.5,2217,1614,2821,0,-50,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HMR,Q02750,5604,Q02750,MP2K1_HUMAN,Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1),MAP2K1 MEK1 PRKMK1,Homo sapiens (Human),393,hsa:5604,1S9J,DB06616,GC15P066679,Q02750,DB06616,hsa:5604,1S9J
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.098524512,5.980961447,1.763445978,4.337458353,1.562589243,1.153260352,0.794859591,1.844835792,1.144693003,2.761542123,4.091385055,1.064255117,1.662065683,1.386958591,0.880057116,0.658733936,1.487862922,4.218467396,1.634935745,2.618752975,0.783912423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.792867922,1.829560797,3.574457946,0.518544992,1.045349853,1.02414423,0.417599873,0.931220713,0.830752125,0.865618299,1.480025415,0.760066714,0.448733222,2.085219601,1.680883171,0.627432293,0.784290366,0.468270987,2.657056628,0.940036534,0.714160909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.120708749,4.338316722,1.457364341,1.382613511,0.96124031,1.227574751,0.84551495,0.96290144,0.911406423,1.120708749,1.829457364,1.433554817,1.53986711,1.590254707,1.283499446,0.750830565,1.006644518,1.410299003,1.401439646,1.351052049,0.755813953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.13462873,1.73907009,1.319916724,3.150589868,1.435808466,1.885496183,0.913948647,0.846634282,1.857737682,1.829979181,1.631505899,1.737682165,2.27758501,1.875780708,1.240111034,0.800832755,0.848716169,1.688410826,1.566273421,1.712005552,0.914642609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.079192547,1.805900621,3.365424431,1.502070393,0.901138716,1.351966874,0.732401656,0.755175983,0.881987578,2.195652174,2.365424431,1.684782609,1.83747412,1.961180124,1.305900621,0.763975155,0.845238095,1.386645963,1.227743271,1.631987578,0.66563147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.513888889,2.309027778,1.573611111,3.807638889,0.986805556,1.666666667,1.106944444,1.05625,1.284027778,1.620138889,1.993055556,1.43125,1.350694444,2.000694444,1.654166667,1.163194444,0.901388889,1.640972222,1.55625,1.252083333,0.988194444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.139589596,8.279832702,17.13109397,1.205071233,14.91046922,15.64671285,15.38844595,13.31329238,7.607502287,6.608155797,8.821722651,5.79231473,8.832701608,8.93216573,7.796366488,7.962619265,17.13109397,6.824598092,16.44869952,15.99045876,0.459286368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.117532468,1.833766234,3,1.53961039,0.970779221,1.435714286,0.966233766,0.838311688,1.058441558,1.294805195,2.142857143,1.244805195,1.912987013,1.787012987,1.212337662,0.775324675,1.00974026,1.744155844,1.492207792,1.437662338,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.753623188,1.769284712,1.229312763,1.709443665,1.558438523,1.561243572,0.492987377,0.868396447,0.485507246,0.650537634,1.171575503,0.870032726,1.517297803,0.752921926,0.49883123,0.465871903,0.728143993,0.974988312,1.036465638,0.754558205,1.31884058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
