,AKT1,AMPK,ATM/ATR,CDK4,CDKN1A,CDKN2A,DNAdamage,E2F1,EIF4EBP1,FOXO3,IGF1,IGF1R,IKBKB,IL1B,IL6,INSR,IRS1,KRAS,MAP2K3/MAP2K6,MAPK1,MAPK14,MDM2,MTOR,NAD+,NFKB1,NFKBIE,PDK1,PIK3CA,PPARGC1A,PTEN,RB1,RHEB,ROS,S6K1,SGK1,SIRT1,SOD2,TNF,TP53,TSC2,ULK1,lowNutrition
IGF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,0.0,-6.661338147750939e-16,-8.673617379884035e-19,-7.216449660063518e-16,-8.673617379884035e-19,0.0,0.0,-1.5265566588595902e-15,0.0,-8.673617379884035e-19,-1.7694179454963432e-15,-1.609823385706477e-15,-1.7139067942650854e-15,-2.220446049250313e-16,0.0,-3.885780586188048e-16,-1.444157293750692e-15,0.0,-4.440892098500626e-16,-1.7520707107365752e-15,-2.7842311789427754e-16,0.0,0.0,0.0,0.0,0.0
IGF1R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,0.0,-6.661338147750939e-16,-8.673617379884035e-19,-7.216449660063518e-16,-8.673617379884035e-19,0.0,0.0,-1.5265566588595902e-15,0.0,-8.673617379884035e-19,-1.7694179454963432e-15,-1.609823385706477e-15,-1.7139067942650854e-15,-2.220446049250313e-16,0.0,-3.885780586188048e-16,-1.444157293750692e-15,0.0,-4.440892098500626e-16,-1.7520707107365752e-15,-2.7842311789427754e-16,0.0,0.0,0.0,0.0,0.0
IKBKB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,0.0,-6.661338147750939e-16,-8.673617379884035e-19,-7.216449660063518e-16,-8.673617379884035e-19,0.0,0.0,-1.5265566588595902e-15,0.0,-8.673617379884035e-19,-1.7694179454963432e-15,-1.609823385706477e-15,-1.7139067942650854e-15,-2.220446049250313e-16,0.0,-3.885780586188048e-16,-1.444157293750692e-15,0.0,-4.440892098500626e-16,-1.7520707107365752e-15,-2.7842311789427754e-16,0.0,0.0,0.0,0.0,0.0
IL1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,0.0,-6.661338147750939e-16,-8.673617379884035e-19,-7.216449660063518e-16,-8.673617379884035e-19,0.0,0.0,-1.5265566588595902e-15,0.0,-8.673617379884035e-19,-1.7694179454963432e-15,-1.609823385706477e-15,-1.7139067942650854e-15,-2.220446049250313e-16,0.0,-3.885780586188048e-16,-1.444157293750692e-15,0.0,-4.440892098500626e-16,-1.7520707107365752e-15,-2.7842311789427754e-16,0.0,0.0,0.0,0.0,0.0
IL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,0.0,-6.661338147750939e-16,-8.673617379884035e-19,-7.216449660063518e-16,-8.673617379884035e-19,0.0,0.0,-1.5265566588595902e-15,0.0,-8.673617379884035e-19,-1.7694179454963432e-15,-1.609823385706477e-15,-1.7139067942650854e-15,-2.220446049250313e-16,0.0,-3.885780586188048e-16,-1.444157293750692e-15,0.0,-4.440892098500626e-16,-1.7520707107365752e-15,-2.7842311789427754e-16,0.0,0.0,0.0,0.0,0.0
INSR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,0.008122631935708557,0.00013890007336654913,0.0008057689279959146,0.00013890007336654913,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0007742364191828804,-1.7763568394002505e-15,0.00018748705987219842,0.0004695429660313277,0.0009096426112819717,2.620177186733047e-05,0.00018116859656301665,-1.7763568394002505e-15,9.683793704094723e-05,7.394646927718143e-05,-1.7763568394002505e-15,0.0001863076998361024,6.12620597418654e-05,8.917374318801038e-05,-1.7763568394002505e-15,-1.7763568394002505e-15,0.00022642453378748863,-1.7763568394002505e-15,-1.7763568394002505e-15
IRS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.661338147750939e-16,-8.673617379884035e-19,-7.216449660063518e-16,-8.673617379884035e-19,0.0,0.0,-1.5265566588595902e-15,0.0,-8.673617379884035e-19,-1.7694179454963432e-15,-1.609823385706477e-15,-1.7139067942650854e-15,-2.220446049250313e-16,0.0,-3.885780586188048e-16,-1.444157293750692e-15,0.0,-4.440892098500626e-16,-1.7520707107365752e-15,-2.7842311789427754e-16,0.0,0.0,0.0,0.0,0.0
KRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000389019316171863,0.03714261860578125,0.000389019316171863,-6.661338147750939e-16,-6.661338147750939e-16,0.0003911585563484976,-6.661338147750939e-16,0.00012386708507057054,0.004668339475163423,0.01684940541640559,0.00019186504711649066,0.00011144054140585502,-6.661338147750939e-16,0.0003589339213419529,0.00033561316245286823,-6.661338147750939e-16,0.0007673266243697074,0.0005547785931206877,0.0006526989756946867,-6.661338147750939e-16,-6.661338147750939e-16,0.00010951796625502386,-6.661338147750939e-16,-6.661338147750939e-16
MAP2K3/MAP2K6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028219671756613473,0.04326977233722336,-8.673617379884035e-19,-8.673617379884035e-19,9.552791141605697e-06,-8.673617379884035e-19,4.730687489017636e-06,2.454643660688917e-05,7.902374911949051e-05,5.587774146026403e-05,0.000496987410448243,-8.673617379884035e-19,2.1966458653258168e-05,0.011169303956744286,-8.673617379884035e-19,0.0011655794480493749,0.0004770910344488472,0.007171135745405904,-8.673617379884035e-19,-8.673617379884035e-19,8.079031569674681e-05,-8.673617379884035e-19,-8.673617379884035e-19
MAPK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028219671756613473,-7.216449660063518e-16,-7.216449660063518e-16,0.0001011623713480514,-7.216449660063518e-16,0.0003495297812873841,0.0006735237535520217,0.0024276543686917867,7.911067931672122e-05,9.890439998178069e-05,-7.216449660063518e-16,0.0005517733945301639,0.0001006799731946297,-7.216449660063518e-16,8.949102563762801e-05,0.0026320379753241203,0.00453635086703779,-7.216449660063518e-16,-7.216449660063518e-16,0.00011901268177022572,-7.216449660063518e-16,-7.216449660063518e-16
MAPK14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.673617379884035e-19,-8.673617379884035e-19,9.552791141605697e-06,-8.673617379884035e-19,4.730687489017636e-06,2.454643660688917e-05,7.902374911949051e-05,5.587774146026403e-05,0.000496987410448243,-8.673617379884035e-19,2.1966458653258168e-05,0.011169303956744286,-8.673617379884035e-19,0.0011655794480493749,0.0004770910344488472,0.007171135745405904,-8.673617379884035e-19,-8.673617379884035e-19,8.079031569674681e-05,-8.673617379884035e-19,-8.673617379884035e-19
MDM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5265566588595902e-15,0.0,-8.673617379884035e-19,-1.7694179454963432e-15,-1.609823385706477e-15,-1.7139067942650854e-15,-2.220446049250313e-16,0.0,-3.885780586188048e-16,-1.444157293750692e-15,0.0,-4.440892098500626e-16,-1.7520707107365752e-15,-2.7842311789427754e-16,0.0,0.0,0.0,0.0,0.0
MTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5265566588595902e-15,0.0,-8.673617379884035e-19,-1.7694179454963432e-15,-1.609823385706477e-15,-1.7139067942650854e-15,-2.220446049250313e-16,0.0,-3.885780586188048e-16,-1.444157293750692e-15,0.0,-4.440892098500626e-16,-1.7520707107365752e-15,-2.7842311789427754e-16,0.0,0.0,0.0,0.0,0.0
NAD+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5265566588595902e-15,0.0009298058469306121,0.0007189199511693049,0.0008970059506882011,0.0006447335594707698,1.2746867697838171e-05,-1.5265566588595902e-15,0.00035562291228730114,0.00012820178241532056,-1.5265566588595902e-15,1.9463772737149387e-06,0.030794282837533882,0.00016631579736150473,-1.5265566588595902e-15,-1.5265566588595902e-15,0.001401073760747643,-1.5265566588595902e-15,-1.5265566588595902e-15
NFKB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.673617379884035e-19,-1.7694179454963432e-15,-1.609823385706477e-15,-1.7139067942650854e-15,-2.220446049250313e-16,0.0,-3.885780586188048e-16,-1.444157293750692e-15,0.0,-4.440892098500626e-16,-1.7520707107365752e-15,-2.7842311789427754e-16,0.0,0.0,0.0,0.0,0.0
NFKBIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.317313542718729e-05,6.627158662340319e-05,0.0002592961346150457,0.00023762582925432232,-8.673617379884035e-19,2.1960307428197604e-05,8.97924282856784e-05,-8.673617379884035e-19,0.00028433056262773125,0.00017988495059343117,0.00025014168572259476,-8.673617379884035e-19,-8.673617379884035e-19,0.00012376436365124448,-8.673617379884035e-19,-8.673617379884035e-19
PDK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05296087369794111,0.0018497726106814494,0.00026784340437101956,-1.7694179454963432e-15,2.5754589619141066e-05,2.6316125310970988e-05,-1.7694179454963432e-15,0.005458388681543977,0.00045954908018272164,0.00012769572897047658,-1.7694179454963432e-15,-1.7694179454963432e-15,4.824104881197061e-05,-1.7694179454963432e-15,-1.7694179454963432e-15
PIK3CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329533937866283,0.0007805088598897975,-1.609823385706477e-15,0.00010649246398816703,0.0004261269269234336,-1.609823385706477e-15,0.0023593172165312093,0.00086697799877411,0.00027289350238239325,-1.609823385706477e-15,-1.609823385706477e-15,3.159486320921073e-05,-1.609823385706477e-15,-1.609823385706477e-15
PPARGC1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.060362104578135e-05,-1.7139067942650854e-15,0.00041603507078737806,3.8507390453355536e-05,-1.7139067942650854e-15,0.001286814057369301,0.006321437531247098,8.548209613979101e-05,-1.7139067942650854e-15,-1.7139067942650854e-15,0.0019299628315793075,-1.7139067942650854e-15,-1.7139067942650854e-15
PTEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.00019365718640348972,0.0003089409546513421,-2.220446049250313e-16,2.6498873608726825e-06,0.000991847654117705,0.00012174781261879144,-2.220446049250313e-16,-2.220446049250313e-16,0.0003248769674492804,-2.220446049250313e-16,-2.220446049250313e-16
RB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.885780586188048e-16,-1.444157293750692e-15,0.0,-4.440892098500626e-16,-1.7520707107365752e-15,-2.7842311789427754e-16,0.0,0.0,0.0,0.0,0.0
RHEB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5207002205955244e-05,-3.885780586188048e-16,3.754628820321071e-05,0.0013809242776926314,9.997850020236794e-05,-3.885780586188048e-16,-3.885780586188048e-16,0.016136788949895405,-3.885780586188048e-16,-3.885780586188048e-16
ROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.444157293750692e-15,0.0008036807910198236,0.0019423776766561828,0.026304485926097743,-1.444157293750692e-15,-1.444157293750692e-15,0.00021509554851723098,-1.444157293750692e-15,-1.444157293750692e-15
S6K1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,-1.7520707107365752e-15,-2.7842311789427754e-16,0.0,0.0,0.0,0.0,0.0
SGK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018213660313734295,0.000199564432475402,-4.440892098500626e-16,-4.440892098500626e-16,6.534927205680127e-05,-4.440892098500626e-16,-4.440892098500626e-16
SIRT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007449142587851934,-1.7520707107365752e-15,-1.7520707107365752e-15,0.02193616778817504,-1.7520707107365752e-15,-1.7520707107365752e-15
SOD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7842311789427754e-16,-2.7842311789427754e-16,0.0006254040929548968,-2.7842311789427754e-16,-2.7842311789427754e-16
TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ULK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lowNutrition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
